code,product_name,brands,main_category,categories,labels_tags,allergens,ingredients_text,sugars_100g,lactose_100g,polyols_100g,caffeine_100g,nutriscore_grade,nova_group,url,image_url,axes_sensibles,substitution_group,reason
3564707091886,Compotes pomme,"Bio Village, Marque Repère",en:apple-compotes,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Desserts,Fruits et produits dérivés,Compotes,Compotes de pomme","en:organic,en:eu-organic,en:fr-bio-01,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-a,fr:ab-agriculture-biologique,fr:triman",,,,,,,unknown,,http://world-en.openfoodfacts.org/product/3564707091886/compotes-pomme-bio-village,https://images.openfoodfacts.org/images/products/356/470/709/1886/front_en.3.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
57331744,Jus pommes pressées,Andros,en:apple-juices,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de pomme",en:no-added-sugar,,,11,,,,c,,http://world-en.openfoodfacts.org/product/57331744/jus-pommes-pressees-andros,https://images.openfoodfacts.org/images/products/000/005/733/1744/front_fr.3.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
608843081377992747,Nectar pomme,Auchan,en:apple-nectars,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars de pomme","en:organic,en:eu-organic,en:no-added-sugar,fr:ab-agriculture-biologique",,,7.4,,,,d,,http://world-en.openfoodfacts.org/product/608843081377992747/nectar-pomme-auchan,https://images.openfoodfacts.org/images/products/608/843/081/377992747/front_fr.3.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
3770003987253,Pomme avec morceaux,Les Producteurs d'Abord,en:applesauces,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes nature",en:no-added-sugar,,,12,,,,c,,http://world-en.openfoodfacts.org/product/3770003987253/pomme-avec-morceaux-les-producteurs-d-abord,https://images.openfoodfacts.org/images/products/377/000/398/7253/front_fr.13.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
3301597000693,Puree Pomme Abricot,Coteaux nantais,en:apricot-apple-compotes,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Desserts,Fruits et produits dérivés,Compotes,Compotes de pomme,Compotes pommes abricot","en:organic,en:biodynamic-agriculture,en:demeter,en:no-added-sugar",,,9.6,,,,b,,http://world-en.openfoodfacts.org/product/3301597000693/puree-pomme-abricot-coteaux-nantais,https://images.openfoodfacts.org/images/products/330/159/700/0693/front_fr.21.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
80322801,Confiture d abricot allegee en sucre,Zuegg,en:apricot-jams,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot",en:no-gluten,,,21.9,,,,c,,http://world-en.openfoodfacts.org/product/80322801/confiture-d-abricot-allegee-en-sucre-zuegg,https://images.openfoodfacts.org/images/products/000/008/032/2801/front_fr.4.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3273227284592,Yaourt Apricot-Guava,Sojade,en:apricot-soy-yogurts,"Plant-based foods and beverages, Fermented foods, Dairy substitutes, Desserts, Non-dairy desserts, Non-dairy fermented foods, Non-dairy yogurts, Soy milk yogurts, Fruit soy yogurts, Apricot soy yogurts, en:yogurts","en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:vegan,en:the-vegan-society",,,10.4,,,,b,,http://world-en.openfoodfacts.org/product/3273227284592/yaourt-apricot-guava-sojade,https://images.openfoodfacts.org/images/products/327/322/728/4592/front_fr.18.400.jpg,gluten|lactose|sucre|cafeine|legumineuses,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
6130695113113,Hamoud la blanche,Hamoud Boualem,en:artificially-sweetened-beverages,"Boissons, Boissons édulcorées",en:no-added-sugar,,"44311 J/ i-0230 JJë 170 a ent de ca onatation acide citrique r gulateur de l'acidité, édulcorant' (aspartame 230m Il, acesulfame d potassium, 170m , sorbate de potassium une soura *ylalanine.Déco aux aa_b-a Valetr 100 valeur KJ Llpldes g Glucides g Protelnes g Sodium 0,013g 2000 Apport de référene pour BOUALEM SPA rucdon Boufarik : Hat 'boud N02 Commune Wilaya Blida - Algéne.",0,,,,c,4,http://world-en.openfoodfacts.org/product/6130695113113/hamoud-la-blanche-hamoud-boualem,https://images.openfoodfacts.org/images/products/613/069/511/3113/front_fr.11.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
3770014525062,La Manufacture végétal Brasse fermentee,La Manufacture Végétale,en:artisan-products,"Aliments et boissons à base de végétaux, Produits fermentés, Substituts de produits laitiers, Desserts, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Produits artisanaux","en:no-gluten,en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:fsc,en:fsc-recycling,en:green-dot,en:no-colorings,fr:ab-agriculture-biologique,fr:origine-france,fr:triman",,"Brassé végétal* (eau, petit épeautre* origine France 12 %, amandes complètes d'Espagne* 4%), préparation de fruit * 15 % (abricot* origine France 52%, sucre de canne*, gélifiant : agar-agar*), sucre de canne non raffiné équitable* 3%, ferments sélectionnés. *Ingrédients d'origine agricole issus de l'Agriculture Biologique.",11.2,,,,c,4,http://world-en.openfoodfacts.org/product/3770014525062/la-manufacture-vegetal-brasse-fermentee-la-manufacture-vegetale,https://images.openfoodfacts.org/images/products/377/001/452/5062/front_fr.21.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8008698029480,Delishios,"Schär, Schär Gluten-Free",en:assorted-chocolate-candies,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, Assortiments de bonbons de chocolat","en:no-gluten,en:made-in-germany",,"Chocolat au lait 75% (sucre, beurre de cacao, lait entier en oudre, pâte de cacao, lait écrémé en poudre, mulsifiant: lécithine de soja ; arôme naturel evanille), extrudat de céréáles 24% (farine de riz), farine de maïs agent d'enrobage: shellac; sirop, , sucre, sel, arôme naturel de vanille , epaississant: gomme d'acacia",48,,,,e,4,http://world-en.openfoodfacts.org/product/8008698029480/delishios-schar,https://images.openfoodfacts.org/images/products/800/869/802/9480/front_fr.23.400.jpg,gluten|lactose|sucre|legumineuses|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3595181917812,Decouverte des origines,Weiss,en:assorted-chocolates,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Assortiments de chocolats","en:fair-trade,en:no-gluten",,,35.5,,,,e,,http://world-en.openfoodfacts.org/product/3595181917812/decouverte-des-origines-weiss,https://images.openfoodfacts.org/images/products/359/518/191/7812/front_fr.12.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4005500052296,NESTLE P'TIT SOUPER Lait Légumes Verts Riz - 2 x 250ml - Dès 6 mois,"Nestlé, P'tit souper",en:baby-foods,"Boissons, Produits laitiers, Aliments pour bébé","en:no-gluten,en:no-preservatives,en:green-dot,fr:triman",en:milk,"LAIT écrémé 45%, eau, farine de riz diastasée 6,2%, amidon, huiles végétales (tournesol riche en acide oléique, colza, tournesol), épinards réhydratés 2%, maltodextrine, CREME, purée de haricots verts 0,25%, minéraux (carbonate de calcium, fumarate ferreux, sulfate de zinc, iodure de potassium), vitamines (A, B1, B2, B3, B5, B6, B8, B9, B12, C, D, E, K), vanilline, arôme naturel.",2.3,,,,not-applicable,4,http://world-en.openfoodfacts.org/product/4005500052296/nestle-p-tit-souper-lait-legumes-verts-riz-2-x-250ml-des-6-mois,https://images.openfoodfacts.org/images/products/400/550/005/2296/front_fr.30.400.jpg,gluten|lactose|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
0833966005303,Superfood Bagels with Benefits - Everything,"Queen St. Bakery, Queen Street Bakery",en:bagel-breads,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains spéciaux, Pains Bagel","en:no-gluten,en:organic,en:vegetarian,en:no-gmos,en:vegan,en:non-gmo-project,en:vegan-action",,,2.59,,,,a,,http://world-en.openfoodfacts.org/product/0833966005303/superfood-bagels-with-benefits-everything-queen-st-bakery,https://images.openfoodfacts.org/images/products/083/396/600/5303/front_en.16.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3760061497207,Baguette sésame Pavot Sans gluten Bio,Glutabye,en:baguettes,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Baguettes","en:no-gluten,en:organic,en:eu-organic,en:no-preservatives,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:no-colorings,en:no-palm-oil,fr:ab-agriculture-biologique",,,2.2,,,,d,,http://world-en.openfoodfacts.org/product/3760061497207/baguette-sesame-pavot-sans-gluten-bio-glutabye,https://images.openfoodfacts.org/images/products/376/006/149/7207/front_fr.4.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8412258304069,Alubias en salsa de tomate,Uptown,en:baked-beans-in-tomato-sauce,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Plats préparés,Légumes préparés,Haricots à la tomate",en:no-gluten,,"Alubias blancas tipo arroz (50%), agua, tomate concentrado (4%), azúcar, almidón de maíz, vinagre de alcohol, sal, cebolla en polvo, proteína hidrolizada de soja, aromas y especias.",5,,,,c,4,http://world-en.openfoodfacts.org/product/8412258304069/alubias-en-salsa-de-tomate-uptown,https://images.openfoodfacts.org/images/products/841/225/830/4069/front_es.4.400.jpg,gluten|legumineuses,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
5060195908647,Ma pâte brisée,Genius,en:baked-shortcrust-pastry-with-vegetable-oil,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes à tarte,Pâtes brisées,Pâte brisée cuite à la matière grasse végétale",en:no-gluten,,,4.3,,,,d,,http://world-en.openfoodfacts.org/product/5060195908647/ma-pate-brisee-genius,https://images.openfoodfacts.org/images/products/506/019/590/8647/front_fr.4.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3330720332370,Compote Pomme Banane,Lucien Georgelin,en:banana-apple-compotes,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes banane","en:no-preservatives,en:no-added-sugar,en:no-colorings",,,14,,,,c,,http://world-en.openfoodfacts.org/product/3330720332370/compote-pomme-banane-lucien-georgelin,https://images.openfoodfacts.org/images/products/333/072/033/2370/front_fr.4.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
3273220085769,Kids - Banane- Pulpe de fruits,Sojasun,en:banana-soy-yogurts,"Aliments et boissons à base de végétaux, Produits fermentés, Substituts de produits laitiers, Desserts, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Desserts de jus de soja fermenté, Yaourts de soja aux fruits, Yaourts de soja à la banane","en:no-gluten,en:no-gmos,fr:soja-francais,en:french-soy-without-gmos,en:high-in-calcium,en:made-in-france,en:rich-in-vitamin-d",en:soybeans,"Jus de soja 78.5% (eau, graines de soja* 10.3 %), sucre, banane 6.5 %, phosphate de calcium, amidon de mais, arôme naturel, jus de citron concentré, épaississant: gomme guar, vitamine D, ferments sélectionnés.",9.5,,,,b,4,http://world-en.openfoodfacts.org/product/3273220085769/kids-banane-pulpe-de-fruits-sojasun,https://images.openfoodfacts.org/images/products/327/322/008/5769/front_fr.15.400.jpg,gluten|sucre|legumineuses|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3021760404287,Pom'potes Brassés banane fruits rouges,"Materne, Pom'Potes brassés",en:banana-yogurts,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts à la banane","en:no-gluten,en:no-artificial-flavors,en:no-preservatives,en:calcium-source,en:made-in-france,en:no-colorings,en:vitamin-d-source,fr:sans-arome-art",en:milk,"Lait fermenté pasteurisé sucré à la banane :  Lait (origine : France) fermenté 8,4 %, sucre 5,9%, banane 3,6%, fécule de manioc, épaississant : pectine, arômes naturels, vitamine D.  Lait fermenté pasteurisé sucré aux fruits rouges :  Lait (origine : France) fermenté 8,4 %, fruits rouges 6,4% (fraise 3,2 %, framboise 1,6 %, myrtille 1,6 %), sucre 5,9%, fécule de manioc, épaississant : pectine, arômes naturels, vitamine D.",12,,,,c,4,http://world-en.openfoodfacts.org/product/3021760404287/pom-potes-brasses-banane-fruits-rouges-materne,https://images.openfoodfacts.org/images/products/302/176/040/4287/front_fr.15.400.jpg,gluten|lactose|sucre|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
0857549004248,Organic Oatmeal Dark Chocolate,heavenly hunks,en:bars,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, en:bars","en:sustainable,en:no-gluten,en:organic,en:vegetarian,en:no-gmos,en:sustainable-palm-oil,en:usda-organic,en:vegan,en:certified-gluten-free,en:non-gmo-project,en:roundtable-on-sustainable-palm-oil",en:Coconut,"Organic gluten-free oats, Organic brown rice syrup, Organic cane sugar, Organic palm oil (sustainably sourced), Organic coconut, Organic brown sugar, Organic unsweetened chocolate, Organic sorghum flour, Organic tapioca flour, Organic potato starch, Organic cocoa butter, Organic natural flavors, Sea salt, Vitamin E",25,,,0,e,4,http://world-en.openfoodfacts.org/product/0857549004248/organic-oatmeal-dark-chocolate-heavenly-hunks,https://images.openfoodfacts.org/images/products/085/754/900/4248/front_en.54.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3760154262309,Fondant chocolat de São Tomé,Nature & Cie,en:bars-covered-with-chocolate,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Barres, Confiseries chocolatées, Barres chocolatées","en:no-gluten,en:organic,en:eu-organic,en:french-eggs,fr:ab-agriculture-biologique",,,29,,,,e,,http://world-en.openfoodfacts.org/product/3760154262309/fondant-chocolat-de-sao-tome-nature-cie,https://images.openfoodfacts.org/images/products/376/015/426/2309/front_fr.13.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
5410673732187,500G Riz Basmati Vrac Uncle Ben's,Uncle Ben's,en:basmati-rices,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Riz, Riz parfumés, Riz de variété indica, Riz long grain, Riz Basmati",en:no-gluten,,,0,,,,b,,http://world-en.openfoodfacts.org/product/5410673732187/500g-riz-basmati-vrac-uncle-ben-s,https://images.openfoodfacts.org/images/products/541/067/373/2187/front_fr.4.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
0832958000661,India Pale Ale,Glutenberg,en:beers-without-gluten,"Boissons, Boissons alcoolisées, Bières, en:Ales, en:Specific products, Pale ales, en:Products for specific diets, Bières IPA, Produits sans gluten, Bières sans gluten",en:no-gluten,,"Eau, Millet, Sarrasin, Maïs, Sucres (maltodextrine), Houblon, Levure.",0,,,,not-applicable,4,http://world-en.openfoodfacts.org/product/0832958000661/india-pale-ale-glutenberg,https://images.openfoodfacts.org/images/products/083/295/800/0661/front_fr.3.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3273220182550,"Spécialité biologique fermentée au soja, à la framboise, à la fraise et à la mure",Sojade,en:berries-soy-yogurts,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits fermentés, Substituts de produits laitiers, Desserts, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Desserts de jus de soja fermenté, Yaourts de soja aux fruits, Desserts au soja, Yaourts soja aux fruits mixés, Yaourts soja aux fruits rouges","en:fair-trade,en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:no-gmos,en:non-eu-agriculture,en:source-of-proteins,en:vegan,fr:soja-francais,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:french-soy-without-gmos,en:high-proteins,en:nutri-score-a-e,en:nutriscore,en:nutriscore-grade-a,en:the-vegan-society,fr:ab-agriculture-biologique,fr:triman",,"Jus de _soja_* 78% (eau, graines de _soja_* 10,8%), fruits rouges* 9% (framboises* 33%, fraises* 33%, mûres* 33%), sucre de canne non raffiné*º, arôme naturel de framboise*, arôme naturel de fraise*, amidon de tapioca*, épaississant : farine de graines de caroube*, ferments sélectionnés dont Bifidus et Lactobacillus acidophilus. *Issus de l'agriculture biologique, ºIssus du commerce équitable. Riche en protéines.",8.9,,,,b,4,http://world-en.openfoodfacts.org/product/3273220182550/specialite-biologique-fermentee-au-soja-a-la-framboise-a-la-fraise-et-a-la-mure-sojade,https://images.openfoodfacts.org/images/products/327/322/018/2550/front_fr.35.400.jpg,gluten|sucre|cafeine|legumineuses|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
80634270,Zuegg Confettura Bio Frutti Di Bosco GR 250,Zuegg,en:berry-jams,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges","en:no-gluten,en:organic,en:vegetarian,en:vegan",,,35,,,,d,,http://world-en.openfoodfacts.org/product/80634270/zuegg-confettura-bio-frutti-di-bosco-gr-250,https://images.openfoodfacts.org/images/products/000/008/063/4270/front_fr.4.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8697404764236,COCO BANANA + CHIA,Elite Naturel,en:beverages,Boissons,"en:organic,en:no-added-sugar",,,8.7,,,,d,,http://world-en.openfoodfacts.org/product/8697404764236/coco-banana-chia-elite-naturel,https://images.openfoodfacts.org/images/products/869/740/476/4236/front_fr.23.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
80529743,Boisson au cranberry,Pago,en:beverages-with-cranberry,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Boissons à la canneberge",en:no-gluten,,,14,,,,e,,http://world-en.openfoodfacts.org/product/80529743/boisson-au-cranberry-pago,https://images.openfoodfacts.org/images/products/000/008/052/9743/front_fr.4.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3760176980441,Party' Mouss Orange,Party' Mouss,en:beverages-with-orange,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons gazeuses, Boissons aux fruits, Boissons édulcorées, Boissons à l'orange","en:no-added-sugar,en:no-aspartame",,"Eau gazéifiée, jus d'orange à base de concentré (8 %), acidifiant : acide citrique, arômes, stabilisants : gomme arabique et gomme ester, conservateur : sorbate de potassium, antioxydant : acide ascorbique, colorant : bêta-carotène, émulsifiant, édulcorants : cyclamate, acésulfate de potassium, saccharine.",,,,,unknown,4,http://world-en.openfoodfacts.org/product/3760176980441/party-mouss-orange,https://images.openfoodfacts.org/images/products/376/017/698/0441/front_fr.5.400.jpg,sucre|ultra_transforme,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
4009700039866,"Danone ACTIVIA® ohne Zuckerzusatz & ohne Süßstoffe, doppelt Früchte Erdbeere, Dattel, Himbeere (4 x 115g) = 460g","ACTIVIA®, Danone",en:bifidus-yogurts,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, Bifidus yogurts, en:fruit-yogurts","en:no-added-sugar,en:nutriscore",en:milk,"Yogourt, 9,2% fraises, 4,5% framboises, 4,0% dattes, jus de citron vert, concentré colorant noir de jus de carotte, épaissisant pectines, calcium du lait, lactase, arôme naturel. Avec les cultures bifidus ActiRegularis®.",8.1,,,,b,4,http://world-en.openfoodfacts.org/product/4009700039866/danone-activia-ohne-zuckerzusatz-ohne-sussstoffe-doppelt-fruchte-erdbeere-dattel-himbeere-4-x-115g-460g,https://images.openfoodfacts.org/images/products/400/970/003/9866/front_fr.3.400.jpg,lactose|sucre|ultra_transforme,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej
3560070967728,Céréales bio fruits secs et graines No Gluten,Carrefour,en:bircher-style-mueslis-with-fruits,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales aux fruits, Mueslis, Mueslis floconneux, Mueslis aux fruits, Mueslis floconneux aux fruits","en:no-gluten,en:organic,en:crossed-grain-trademark,en:distributor-labels,en:eu-organic,en:non-eu-agriculture,en:carrefour-quality,en:dzg-gluten-free,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:green-dot,en:made-in-france,fr:ab-agriculture-biologique",en:sesame-seeds,"Flocons de riz 34,8%, raisins secs 15,4% (raisins secs, huile de tournesol), flocons de quinoa 12,6%, pétales de maïs 7,7%, billettes de riz (riz, sel), graines de tournesol , figues sèches 4,6% (figues sèches, farine de riz), bananes séchées 4,6% (bananes séchées, farine de banane) sarrasin grillé, graines de sésame.",14,,,,c,3,http://world-en.openfoodfacts.org/product/3560070967728/cereales-bio-fruits-secs-et-graines-no-gluten-carrefour,https://images.openfoodfacts.org/images/products/356/007/096/7728/front_fr.40.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4260159450484,Bio-Rohkostriegel Brownie,"Lebe Pur, Lebepur",en:biscuit-snack-with-chocolate-filling,"Imbiss, Süßer Snack, Kekse und Kuchen, Kuchen, Schokoladenkuchen, Brownies, en:biscuit-snack-with-chocolate-filling",en:no-gluten,,"Datteln* getrocknet 61%, Cashewkerne&quot;, stark entölter davon Zucke Ballaststoffe Eiweiß Salz und Kakao akao* 11%, Cashewkernmus&quot;, Kakaobutter, Meersalz. bus ökologischem Landbau. Dieses Naturprodukt kann trotz hoher Qualitätsstandards vereinzelt Kernbestandtelle enthalten.",43,,,,d,3,http://world-en.openfoodfacts.org/product/4260159450484/bio-rohkostriegel-brownie-lebe-pur,https://images.openfoodfacts.org/images/products/426/015/945/0484/front_de.20.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3596710389858,Tartelette abricot sans gluten,"Mieux vivre sans Gluten,Auchan",en:biscuit-with-fruit-covering,"Tartes sucrées, Tartes, Tartelettes, Tartelettes aux fruits, Tartelettes à l'abricot, Biscuit sec nappé aux fruits","en:no-gluten,en:in-braille",,"Nappage à l'abricot 38% (sucre de canne, purée concentrée d'abricot 35%, sirop de maïs, agent gélifiant : pectines, correcteurs d'acidité : acide citrique - carbonate de sodium), amidon de maïs, farine de maïs, huile végétale non hydrogénée (palme), sucre, sirop de glucose, épaississant : gomme de guar, sel, émulsifiant ; lécithines (tournesol), poudre à lever : carbonate d'ammonium, colorant : caramel ordinaire.",43.4,,,,d,4,http://world-en.openfoodfacts.org/product/3596710389858/tartelette-abricot-sans-gluten-mieux-vivre-sans-gluten,https://images.openfoodfacts.org/images/products/359/671/038/9858/front_fr.7.400.jpg,gluten|sucre|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
0857549004224,Cranberry White Chip,Heavenly Hunks,en:biscuits,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits","en:no-gluten,en:vegetarian,en:no-gmos,en:vegan,en:certified-gluten-free,en:no-milk,en:non-gmo-project,en:vegan-action",,"Gluten-free whole rolled oats, white chocolate chips (sugar, palm kernel oil, sunflower lecithin, salt), brown rice syrup, palm oil (sustainably sourced), cranberries, coconut shreds (coconut, sugar, water, salt), sorghum flour, tapioca flour, brown sugar (cane sugar, molasses), cane sugar, potato starch, vanilla extract, sea salt, xanthan gum.",25,,,,e,4,http://world-en.openfoodfacts.org/product/0857549004224/cranberry-white-chip-heavenly-hunks,https://images.openfoodfacts.org/images/products/085/754/900/4224/front_en.10.400.jpg,gluten|lactose|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
0857549004217,Peanut Butter Chocolate Bites,heavenly hunks,en:biscuits-and-cakes,Biscuits et gâteaux,"en:vegetarian,en:no-gluten,en:no-gmos,en:vegan,en:non-gmo-project,en:vegan-action","en:nuts,en:peanuts","gluten-free whole rolled oats, chocolate chips (sugar, cocoa butter, palm kernel oil, cocoa powder, salt), brown rice syrup, palm oil (sustainably sourced), peanut butter (dry roasted peanuts), coconut shreds, sorghum flour, tapioca flour, cane sugar, potato starch, sea salt, allergens: contains peanuts and tree nuts,",21.4286,,,0,e,3,http://world-en.openfoodfacts.org/product/0857549004217/peanut-butter-chocolate-bites-heavenly-hunks,https://images.openfoodfacts.org/images/products/085/754/900/4217/front_en.23.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
5060040254493,Strawberry Wafers,Kiddylicious,en:biscuits-for-babies,"Snacks, Snacks sucrés, Aliments pour bébé, Biscuits et gâteaux, Biscuits, Goûters et desserts pour bébé, Biscuits pour bébé","en:no-gluten,en:no-lactose",,"Farine de riz au jasmin (80%), amidon de tapioca, concentré de jus de raisin, fraise+ (3,2%), poudre de fraise (1%), arôme naturel de fraise, antioxydant: vitamine E (extrait riche en tocophérols), thiamine (vitamine B1). *Peut contenir des graines naturellement présentes sur la fraise.",6.9,,,,not-applicable,4,http://world-en.openfoodfacts.org/product/5060040254493/strawberry-wafers-kiddylicious,https://images.openfoodfacts.org/images/products/506/004/025/4493/front_fr.41.400.jpg,gluten|lactose|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3770014555182,Mûre,La Confiturière,en:blackberry-jams,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de mûres","en:no-gluten,en:organic,en:eu-organic,en:fr-bio-01,en:made-in-france,fr:ab-agriculture-biologique",,,37,,,,e,,http://world-en.openfoodfacts.org/product/3770014555182/mure-la-confituriere,https://images.openfoodfacts.org/images/products/377/001/455/5182/front_fr.3.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
